"Var1","Var2","value","pair","comparison","wing","side"
"KO-F-D-7J","KO-F-D-20219E",0.0331666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-20219E",0.0325555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-20219E",0.0254555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-20219E",0.0229888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-20219E",0.0151,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-2L","KO-F-D-2J",0.0383333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-2N","KO-F-D-2J",0.0300888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-31J","KO-F-D-2J",0.0296111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4H","KO-F-D-2J",0.0233333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4J","KO-F-D-2J",0.0480111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6C","KO-F-D-2J",0.0219333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-2J",0.0191333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-2J",0.0209777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-2J",0.0282222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-2J",0.0323,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-2J",0.02,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-2J",0.0266888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-2J",0.0258222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-2N","KO-F-D-2L",0.0285777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-31J","KO-F-D-2L",0.0183444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4H","KO-F-D-2L",0.032,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4J","KO-F-D-2L",0.0458555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6C","KO-F-D-2L",0.035,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-2L",0.0331555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-2L",0.0266,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-2L",0.0352222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-2L",0.0331,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-2L",0.0365333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-2L",0.0392888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-2L",0.0256444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-31J","KO-F-D-2N",0.0182333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4H","KO-F-D-2N",0.0276222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4J","KO-F-D-2N",0.0443444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6C","KO-F-D-2N",0.0281111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-2N",0.0224222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-2N",0.0189111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-2N",0.0268222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-2N",0.0349222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-2N",0.0288,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-2N",0.0164,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-2N",0.0265777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4H","KO-F-D-31J",0.0257888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4J","KO-F-D-31J",0.0433777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6C","KO-F-D-31J",0.0269444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-31J",0.0236111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-31J",0.0171666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-31J",0.0297222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-31J",0.0326888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-31J",0.0317222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-31J",0.0263222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-31J",0.0213666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-4J","KO-F-D-4H",0.0524777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6C","KO-F-D-4H",0.0158222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-4H",0.0168,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-4H",0.019,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-4H",0.0286222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-4H",0.0235,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-4H",0.0225333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-4H",0.0289111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-4H",0.0251777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6C","KO-F-D-4J",0.0563222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-4J",0.0475888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-4J",0.0442333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-4J",0.0582777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-4J",0.0618,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-4J",0.0558333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-4J",0.0483666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-4J",0.0461,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-6N","KO-F-D-6C",0.0160888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-6C",0.0170666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-6C",0.0271555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-6C",0.0241666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-6C",0.0230444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-6C",0.0257555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-6C",0.0263111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7A","KO-F-D-6N",0.0166444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-6N",0.0299777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-6N",0.0298333333333333,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-6N",0.0232888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-6N",0.0219111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-6N",0.0202,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7J","KO-F-D-7A",0.0256444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-7A",0.0298111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-7A",0.0259111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-7A",0.0206,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-7A",0.0214666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-7R","KO-F-D-7J",0.0296555555555556,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-7J",0.0214888888888889,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-7J",0.0262222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-7J",0.0408444444444444,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-8N","KO-F-D-7R",0.0278777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-7R",0.0383222222222222,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-7R",0.0294111111111111,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9N","KO-F-D-8N",0.0251777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-8N",0.0299777777777778,"female mKO","(within)","Left hindwing","Ventral"
"KO-F-D-9P","KO-F-D-9N",0.0302666666666667,"female mKO","(within)","Left hindwing","Ventral"
"KO-M-D-11A","KO-M-D-10M",0.0282444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-13F","KO-M-D-10M",0.0265666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-13K","KO-M-D-10M",0.0214666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-16J","KO-M-D-10M",0.0189,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-18N","KO-M-D-10M",0.0195444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-M-D-10M",0.0222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-10M",0.0259444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-10M",0.0249666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-10M",0.0197666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-10M",0.0298777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-10M",0.0230555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-10M",0.0248444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-10M",0.0305,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-10M",0.0218666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-10M",0.0254666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-10M",0.0196777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-10M",0.0182555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-10M",0.0246666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-10M",0.0177888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-13F","KO-M-D-11A",0.0231222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-13K","KO-M-D-11A",0.0197333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-16J","KO-M-D-11A",0.0185888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-18N","KO-M-D-11A",0.0285666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-M-D-11A",0.0218,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-11A",0.0416333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-11A",0.0328111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-11A",0.0277666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-11A",0.0261,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-11A",0.0214555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-11A",0.0235777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-11A",0.0442333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-11A",0.0250444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-11A",0.0170444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-11A",0.0254111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-11A",0.0232111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-11A",0.0276444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-11A",0.0271222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-13K","KO-M-D-13F",0.0160111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-16J","KO-M-D-13F",0.0184222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-18N","KO-M-D-13F",0.0291333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-M-D-13F",0.0186333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-13F",0.0457111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-13F",0.0242,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-13F",0.0270444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-13F",0.0292444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-13F",0.0214444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-13F",0.0249,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-13F",0.0324888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-13F",0.0242555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-13F",0.0221444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-13F",0.0232,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-13F",0.0163333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-13F",0.0334333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-13F",0.0261777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-16J","KO-M-D-13K",0.0156555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-18N","KO-M-D-13K",0.0239888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-M-D-13K",0.0101111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-13K",0.0379888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-13K",0.0249,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-13K",0.0272111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-13K",0.0297222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-13K",0.0178333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-13K",0.0228666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-13K",0.0332111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-13K",0.0200222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-13K",0.0205555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-13K",0.0194555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-13K",0.0139666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-13K",0.0295777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-13K",0.0218555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-18N","KO-M-D-16J",0.0238666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-M-D-16J",0.0153666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-16J",0.0359555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-16J",0.0189555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-16J",0.0188666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-16J",0.0197777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-16J",0.0168,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-16J",0.0167,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-16J",0.0335333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-16J",0.0164111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-16J",0.0182555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-16J",0.0158444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-16J",0.0128,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-16J",0.0199,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-16J",0.0180444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-M-D-18N",0.0257666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-18N",0.0316666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-18N",0.0336,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-18N",0.0256666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-18N",0.0316222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-18N",0.0231777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-18N",0.0329,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-18N",0.0373333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-18N",0.0257666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-18N",0.0230555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-18N",0.0237777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-18N",0.0245111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-18N",0.0335222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-18N",0.0262222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-21P","KO-M-D-20219F",0.0379,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-20219F",0.0252333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-20219F",0.0252777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-20219F",0.0295,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-20219F",0.0189444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-20219F",0.0224666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-20219F",0.0331666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-20219F",0.0206222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-20219F",0.0187333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-20219F",0.0196333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-20219F",0.0146111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-20219F",0.0289111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-20219F",0.0188555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2H","KO-M-D-21P",0.0362666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-21P",0.0297777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-21P",0.0332666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-21P",0.0309555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-21P",0.0379888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-21P",0.0456666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-21P",0.0262555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-21P",0.0405666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-21P",0.0262888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-21P",0.0370222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-21P",0.0332555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-21P",0.0319555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-2V","KO-M-D-2H",0.0218444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-2H",0.0241111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-2H",0.0223111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-2H",0.0241,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-2H",0.0325777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-2H",0.0166555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-2H",0.0296333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-2H",0.0171111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-2H",0.0175555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-2H",0.0242111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-2H",0.0260666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-3A","KO-M-D-2V",0.0207555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-2V",0.0188888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-2V",0.0221444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-2V",0.0371333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-2V",0.0183,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-2V",0.0246333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-2V",0.0153777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-2V",0.0209555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-2V",0.0229,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-2V",0.0206888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-4A","KO-M-D-3A",0.0209333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-3A",0.0204777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-3A",0.0441777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-3A",0.0193666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-3A",0.0277444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-3A",0.0168,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-3A",0.0254666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-3A",0.0201666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-3A",0.0300444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5H","KO-M-D-4A",0.0203666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-4A",0.0379555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-4A",0.0147,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-4A",0.0202777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-4A",0.0122,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-4A",0.0187777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-4A",0.0246111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-4A",0.0245555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-5M","KO-M-D-5H",0.0355888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-5H",0.0219777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-5H",0.0279111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-5H",0.0193444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-5H",0.0185888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-5H",0.0215333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-5H",0.0244777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6H","KO-M-D-5M",0.0377,"male mKO","(within)","Left hindwing","Ventral"
