"Var1","Var2","value","pair","comparison","wing","side"
"ND-F-D-1Q","ND-F-D-16O",0.0338888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20213E","ND-F-D-16O",0.0516777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20A","ND-F-D-16O",0.0316777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-22J","ND-F-D-16O",0.0580777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-23A","ND-F-D-16O",0.0313777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-16O",0.0352111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-16O",0.0309666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-16O",0.0404333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-16O",0.0330222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-16O",0.0214111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-16O",0.0266,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-16O",0.0479333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-16O",0.0388555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-16O",0.0291222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6G","ND-F-D-16O",0.0161777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6M","ND-F-D-16O",0.0279222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6O","ND-F-D-16O",0.0363111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-7G","ND-F-D-16O",0.0417777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-8G","ND-F-D-16O",0.0304333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-1Q","ND-F-D-17R",0.0271111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20213E","ND-F-D-17R",0.0393888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20A","ND-F-D-17R",0.0249,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-22J","ND-F-D-17R",0.0455666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-23A","ND-F-D-17R",0.0320222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-17R",0.0268111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-17R",0.0269888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-17R",0.0335222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-17R",0.0300888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-17R",0.0161222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-17R",0.0224,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-17R",0.0363111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-17R",0.0356555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-17R",0.0247666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6G","ND-F-D-17R",0.0141333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6M","ND-F-D-17R",0.0166555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6O","ND-F-D-17R",0.0255333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-7G","ND-F-D-17R",0.0375111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-8G","ND-F-D-17R",0.0196111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20213E","ND-F-D-1Q",0.0333666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20A","ND-F-D-1Q",0.0172555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-22J","ND-F-D-1Q",0.0496555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-23A","ND-F-D-1Q",0.0366888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-1Q",0.0215666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-1Q",0.0238777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-1Q",0.0332777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-1Q",0.0482444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-1Q",0.0269222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-1Q",0.0342444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-1Q",0.0394666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-1Q",0.0409222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-1Q",0.0209444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6G","ND-F-D-1Q",0.026,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6M","ND-F-D-1Q",0.0261444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6O","ND-F-D-1Q",0.0364444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-7G","ND-F-D-1Q",0.0343111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-8G","ND-F-D-1Q",0.0268777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-20A","ND-F-D-20213E",0.0347555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-22J","ND-F-D-20213E",0.0292,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-23A","ND-F-D-20213E",0.0498111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-20213E",0.0342222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-20213E",0.0452,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-20213E",0.0298,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-20213E",0.0341444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-20213E",0.0362,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-20213E",0.0320333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-20213E",0.0199666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-20213E",0.0635555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-20213E",0.0385333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6G","ND-F-D-20213E",0.0437888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6M","ND-F-D-20213E",0.0311555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6O","ND-F-D-20213E",0.0250777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-7G","ND-F-D-20213E",0.0580777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-8G","ND-F-D-20213E",0.0260666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-22J","ND-F-D-20A",0.0493333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-23A","ND-F-D-20A",0.0317666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-20A",0.0226444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-20A",0.0213555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-20A",0.0347777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-20A",0.0445222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-20A",0.0236666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-20A",0.0302111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-20A",0.0401222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-20A",0.0398888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-20A",0.0214222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6G","ND-F-D-20A",0.0223,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6M","ND-F-D-20A",0.0238888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6O","ND-F-D-20A",0.0328777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-7G","ND-F-D-20A",0.0365444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-8G","ND-F-D-20A",0.0253777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-23A","ND-F-D-22J",0.0521,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-22J",0.0492222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-22J",0.0564444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-22J",0.0398666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-22J",0.0373,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-22J",0.0425333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-22J",0.0393666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-22J",0.0289666666666667,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-22J",0.0742222222222222,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-22J",0.0531777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6G","ND-F-D-22J",0.0514555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6M","ND-F-D-22J",0.0373777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-6O","ND-F-D-22J",0.0288777777777778,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-7G","ND-F-D-22J",0.0709888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-8G","ND-F-D-22J",0.0356888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-28J","ND-F-D-23A",0.0440555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-29A","ND-F-D-23A",0.0369888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-2O","ND-F-D-23A",0.0434555555555556,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-30A","ND-F-D-23A",0.0367111111111111,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-3Q","ND-F-D-23A",0.0254333333333333,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4P","ND-F-D-23A",0.0280888888888889,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-4Q","ND-F-D-23A",0.0486,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5A","ND-F-D-23A",0.0493444444444444,"female ND","(within)","Right forewing","Dorsal"
"ND-F-D-5Q","ND-F-D-23A",0.0400555555555556,"female ND","(within)","Right forewing","Dorsal"
